transaction_id,transaction_date,county,suburb,sales_channel,payment_method,sku,product_name,supplier_id,supplier_name,stock_on_hand_before,quantity_sold,stock_on_hand_after,stockout_flag,reorder_point,reorder_qty,supplier_lead_time_days,supplier_on_time_rate,unit_cost_kes,unit_price_kes,vat_rate,discount_kes,gross_sales_kes,vat_kes,net_sales_kes,note,branch_code
5ab39bd9,29/05/2025,Kiambu,Thika Rd,hotel/restaurant ,15-DAY CREDIT,MILK-500ML,Fresh Milk 500ml,SUP-004,Rift Valley Wholesale,186,15,171,0,70,209,4,0.989,62.69,71.11,0.0,0.0,1066.72,0.0,1066.72,,NRB-02
e09fdefb,20-Mar-2025,Kiambu,Ruiru,Kiosk,BANK TRANSFER,BIS-200G,Biscuits 200g,SUP-001,Unga Suppliers Ltd,122,4,118,0,73,243,3,0.832,113.35,141.52,0.16,9.23,566.06,90.57,647.4,,nrb-03
8029075d,06-17-2025,Nairobi,Ruiru,WHOLESALER ,30-DAY CREDIT,MF-2KG,Maize Flour 2kg,SUP-002,Juja Foods Distributors,199,10,189,0,58,143,2,1.0,196.66,234.55,0.16,19.66,2345.49,375.28,2701.1,,KJD-01
df746583,03-28-2025,Machakos,Lang'ata,WHOLESALER  ,M-Pesa,LENT-1KG,Red Lentils 1kg,SUP-001,Unga Suppliers Ltd,236,9,227,0,52,336,3,0.895,343.7,418.28,0.16,9.49,3764.55,602.33,4357.38,,KBU-01
4289db0d,12-May-2025,Kajiado,Westlands,Supermarket  ,BANK TRANSFER,BREAD-800G,Brown Bread 800g,SUP-004,Rift Valley Wholesale,224,9,215,0,60,234,11,0.909,92.41,114.56,0.08,13.85,1031.03,82.48,1099.66,,NRB-02
413481cc,03-22-2025,Nairobi,CBD,KIOSK,15-day Credit,JUICE-1L,Mango Juice 1L,SUP-001,Unga Suppliers Ltd,193,13,180,0,67,314,3,0.858,183.22,211.54,0.08,18.12,2749.98,220.0,2951.85,,KBU-01
3b98b680,15-Jul-2025,Nairobi,Donholm,school/cbo  ,M-Pesa,MF-2KG,Maize Flour 2kg,SUP-004,Rift Valley Wholesale,119,9,110,0,54,334,9,0.816,196.23,223.55,0.0,4.25,2011.97,0.0,2007.72,,MKS-01
11018ccd,03-28-2025,Machakos,,kiosk ,CASH,BEANS-2KG,Rosecoco Beans 2kg,SUP-001,Unga Suppliers Ltd,125,9,116,0,35,115,6,0.91,393.99,-453.66,0.08,9.04,4082.93,326.63,4400.52,,KBU-01
548f3f3b,06-Apr-2025,Kajiado,Lang'ata,SCHOOL/CBO  ,bank transfer,SOAP-1PC,Laundry Soap 1pc,SUP-005,Kiambu Fresh Foods,169,8,161,0,53,386,3,0.949,85.88,96.63,0.08,8.65,773.02,61.84,826.21,,MKS-01
9508d8c7,11-Jul-2025,Kiambu,CBD,kiosk,m-pesa,SODA-500ML,Soda 500ml,SUP-005,,243,12,231,0,59,160,3,0.866,57.66,72.05,0.08,0.0,864.63,69.17,933.8,,MKS-01
2cb4c3c2,23/03/2025,Kajiado,Donholm,school/cbo ,15-day credit,RF-5KG,Rice 5kg,SUP-002,Juja Foods Distributors,346,8,338,0,71,225,6,0.901,920.03,1080.59,0.16,8.57,8644.7,1383.15,10019.29,,MKS-01
ea9934ec,03-14-2025,Kajiado,Eastleigh,supermarket,Bank Transfer,WATER-1L,Drinking Water 1L,SUP-003,Coastal Agro Traders,214,12,202,0,73,182,6,0.953,43.42,47.83,0.16,0.0,573.99,91.84,665.83,,KBU-01
64e57dde,01/03/2025,Machakos,Thika Rd,kiosk ,M-PESA,JUICE-1L,Mango Juice 1L,SUP-005,Kiambu Fresh Foods,319,7,312,0,40,105,3,0.965,169.46,197.94,0.16,3.37,1385.6,221.7,1603.92,,NRB-02
269ad9d1,2025-04-28,Kiambu,Lang'ata,Wholesaler ,Bank Transfer,DETER-1KG,Detergent 1kg,SUP-005,Kiambu Fresh Foods,231,9,222,0,68,141,3,0.828,338.51,418.31,0.0,0.0,3764.8,0.0,3764.8,,MKS-01
4e04b9d8,04-May-2025,Machakos,CBD,HOTEL/RESTAURANT  ,M-Pesa,MILK-500ML,Fresh Milk 500ml,SUP-005,Kiambu Fresh Foods,166,7,159,0,76,119,5,0.84,63.22,74.35,0.16,13.49,520.47,83.27,590.25,,NRB01
b0347a56,06-10-2025,Machakos,Lang'ata,school/cbo  ,CASH,EGGS-30,Eggs Tray 30s,SUP-004,,219,8,211,0,79,255,6,0.887,532.1,616.98,0.16,0.0,4935.84,789.73,5725.57,,NRB-02
70e6da7a,2025-04-16,Machakos,Donholm,KIOSK ,cash,SALT-1KG,Iodized Salt 1kg,SUP-005,Kiambu Fresh Foods,222,14,208,0,58,325,5,0.978,48.23,54.51,0.08,6.09,763.19,61.06,818.16,,NRB-01
53c1392f,03-09-2025,Nairobi,Thika Rd,school/cbo  ,m-pesa,SODA-500ML,Soda 500ml,SUP-005,Kiambu Fresh Foods,213,13,200,0,43,218,2,0.811,58.17,72.45,0.08,0.0,941.85,75.35,1017.19,,NRB-02
78ca2450,17-Apr-2025,Kajiado,CBD,Kiosk ,15-day Credit,COIL-1L,Sunflower Oil 1L,SUP-002,Juja Foods Distributors,251,9,242,0,53,144,5,0.905,329.27,368.62,0.0,8.09,3317.57,0.0,3309.48,,NRB-02
2af38641,05-24-2025,Machakos,Industrial Area,wholesaler,30-day Credit,COFF-250G,Ground Coffee 250g,SUP-005,Kiambu Fresh Foods,160,10,150,0,31,305,1,0.769,353.58,439.2,0.16,0.0,4392.03,702.72,5094.75,,KJD-01
cf5371a5,19-Apr-2025,Nairobi,Donholm,wholesaler,Cash,SOAP-1PC,Laundry Soap 1pc,SUP-004,Rift Valley Wholesale,268,7,261,0,71,110,3,0.868,82.93,94.22,0.0,0.0,659.55,0.0,659.55,,KBU-01
e17ba53d,05-05-2025,Machakos,Lang'ata,supermarket ,M-Pesa,COIL-1L,Sunflower Oil 1L,SUP-004,Rift Valley Wholesale,211,4,207,0,64,292,8,0.953,342.46,378.15,0.08,3.57,1512.6,121.01,1630.04,,KJD-01
fc6a99aa,2025-07-07,Nairobi,Thika Rd,WHOLESALER,30-day credit,WATER-1L,Drinking Water 1L,SUP-004,,157,9,148,0,40,136,2,0.937,45.07,51.99,0.08,3.81,467.87,37.43,501.49,,MKS-01
fefcfdef,2025-04-01,Kajiado,Athi River,Supermarket,15-DAY CREDIT,SODA-500ML,Soda 500ml,SUP-002,Juja Foods Distributors,131,7,124,0,35,251,8,0.845,56.33,68.66,0.08,3.7,480.65,38.45,515.4,,MKS-01
688552d8,06/05/2025,Nairobi,Westlands,hotel/restaurant,M-Pesa,SALT-1KG,Iodized Salt 1kg,SUP-005,Kiambu Fresh Foods,135,5,130,0,59,379,5,0.934,48.55,58.63,0.16,0.0,293.13,46.9,340.03,,KBU-01
0c4acd03,01/07/2025,Kiambu,Ruiru,SCHOOL/CBO,30-DAY CREDIT,LENT-1KG,Red Lentils 1kg,SUP-002,Juja Foods Distributors,64,9,55,0,63,232,3,0.878,367.17,453.87,0.0,9.26,4084.81,0.0,4075.55,,MKS-01
5f189908,15/05/2025,Kajiado,Donholm,supermarket  ,30-DAY CREDIT,SOAP-1PC,Laundry Soap 1pc,SUP-005,Kiambu Fresh Foods,166,7,159,0,50,239,3,0.992,80.21,98.15,0.08,0.0,687.05,54.96,742.01,check stock variance,nrb-03
425ad7a9,08/04/2025,Machakos,Westlands,wholesaler ,Cash,TEA-250G,Black Tea 250g,SUP-002,Juja Foods Distributors,198,7,191,0,31,229,6,0.873,208.85,244.8,0.0,0.0,1713.59,0.0,1713.59,,NRB-01
2ed74a60,05-10-2025,Kiambu,Lang'ata,HOTEL/RESTAURANT,CASH,DETER-1KG,Detergent 1kg,SUP-004,Rift Valley Wholesale,127,11,116,0,49,311,5,0.887,365.88,448.8,0.0,0.0,4936.79,0.0,4936.79,,nrb-03
607dc5d2,2025-03-14,Machakos,Westlands,kiosk ,BANK TRANSFER,JUICE-1L,Mango Juice 1L,SUP-003,Coastal Agro Traders,179,8,171,0,39,283,5,0.953,183.77,220.46,0.16,0.0,1763.7,282.19,2045.89,,nrb-03
7b9a4773,18/07/2025,Kiambu,Eastleigh,Kiosk,Bank Transfer,COIL-1L,Sunflower Oil 1L,SUP-005,Kiambu Fresh Foods,217,12,205,0,63,262,5,0.906,314.28,387.81,0.16,12.54,4653.77,744.6,5385.84,,KJD-01
28ae3801,04-21-2025,Kajiado,Ruiru,kiosk ,15-day credit,JUICE-1L,Mango Juice 1L,SUP-001,Unga Suppliers Ltd,169,10,159,0,44,316,2,0.936,181.38,215.41,0.16,18.27,2154.06,344.65,2480.44,,NRB-01
39981481,07-24-2025,Kajiado,Thika Rd,wholesaler  ,15-DAY CREDIT,JUICE-1L,Mango Juice 1L,SUP-003,Coastal Agro Traders,210,7,203,0,58,245,6,0.979,189.48,220.41,0.08,2.67,1542.9,123.43,1663.66,,KJD-01
255deb9b,05-17-2025,Nairobi,Kasarani,kiosk,30-day Credit,BIS-200G,Biscuits 200g,SUP-002,Juja Foods Distributors,178,12,166,0,64,126,3,0.915,117.91,146.11,0.08,0.0,1753.37,140.27,1893.64,,nrb-03
fb05aeaa,04-25-2025,Nairobi,Eastleigh,hotel/restaurant ,bank transfer,SOAP-1PC,Laundry Soap 1pc,SUP-001,Unga Suppliers Ltd,158,6,152,0,60,398,4,0.866,82.56,94.41,0.0,3.29,566.43,0.0,563.14,,KJD-01
c111a37a,24-Jun-2025,Kiambu,CBD,Hotel/Restaurant ,BANK TRANSFER,SPICE-50G,Mixed Spices 50g,SUP-001,Unga Suppliers Ltd,80,8,72,0,70,230,5,0.855,66.76,78.51,0.08,0.0,628.08,50.25,678.33,,nrb-03
2ba9293b,2025-02-12,Nairobi,Ruiru,WHOLESALER ,M-PESA,COIL-1L,Sunflower Oil 1L,SUP-001,Unga Suppliers Ltd,199,10,189,0,70,323,5,0.7,344.54,425.56,0.0,14.25,4255.59,0.0,4241.34,,KJD-01
fe60dfe5,26/02/2025,Kajiado,Industrial Area,Kiosk  ,cash,DETER-1KG,Detergent 1kg,SUP-001,Unga Suppliers Ltd,213,17,196,0,73,238,6,0.799,329.5,368.37,0.08,3.45,6262.29,500.98,6759.82,,MKS-01
781e235b,05-13-2025,Kiambu,Industrial Area,school/cbo,bank transfer,SUGAR-2KG,Brown Sugar 2kg,SUP-001,Unga Suppliers Ltd,90,6,84,0,47,138,1,0.871,366.57,413.26,0.08,9.64,2479.57,198.37,2668.29,,KBU-01
0c52a02b,19-Mar-2025,Kiambu,Industrial Area,Wholesaler ,Cash,CHICK-1KG,Frozen Chicken 1kg,SUP-002,Juja Foods Distributors,219,6,213,0,48,223,7,0.822,638.55,722.31,0.08,9.2,4333.84,346.71,4671.35,,KBU-01
9aef02d0,20/05/2025,Machakos,CBD,HOTEL/RESTAURANT,Cash,TEA-250G,Black Tea 250g,SUP-004,Rift Valley Wholesale,229,6,223,0,35,291,8,0.919,206.02,228.63,0.0,4.85,1371.75,0.0,1366.9,,MKS-01
5753107f,2025-02-01,Kajiado,Athi River,WHOLESALER,m-pesa,BIS-200G,Biscuits 200g,SUP-005,Kiambu Fresh Foods,184,9,175,0,64,229,4,0.91,122.96,138.84,0.0,0.0,1249.56,0.0,1249.56,,KJD-01
f85e000f,04-10-2025,Nairobi,Kasarani,kiosk ,bank transfer,BEANS-2KG,Rosecoco Beans 2kg,SUP-005,Kiambu Fresh Foods,279,7,272,0,38,340,4,0.953,395.77,442.89,0.16,0.0,3100.26,496.04,3596.3,,nrb-03
b759cf30,05-15-2025,Machakos,CBD,SUPERMARKET,BANK TRANSFER,SALT-1KG,Iodized Salt 1kg,SUP-002,Juja Foods Distributors,133,9,124,0,33,201,2,0.812,44.83,51.45,0.16,11.62,463.05,74.09,525.52,,NRB01
ad3ea54c,02-26-2025,Nairobi,Kasarani,Hotel/Restaurant,15-day credit,SUGAR-2KG,Brown Sugar 2kg,SUP-003,Coastal Agro Traders,273,6,267,0,50,398,1,0.934,361.92,429.46,0.0,16.84,2576.78,0.0,2559.94,,KJD-01
7c26e506,19/06/2025,Nairobi,Athi River,WHOLESALER  ,M-Pesa,COFF-250G,Ground Coffee 250g,SUP-002,Juja Foods Distributors,260,10,250,0,60,219,5,0.764,393.16,481.1,0.08,12.07,4810.99,384.88,5183.8,,nrb-03
fcb772fc,22-Jul-2025,Kiambu,Thika Rd,HOTEL/RESTAURANT ,15-day credit,COIL-1L,Sunflower Oil 1L,SUP-002,Juja Foods Distributors,173,8,165,0,33,133,7,0.924,317.03,387.64,0.0,0.0,3101.15,0.0,3101.15,,NRB-02
2acaad16,07-30-2025,Kiambu,Westlands,KIOSK,15-day credit,COIL-1L,Sunflower Oil 1L,SUP-004,Rift Valley Wholesale,361,14,347,0,65,192,5,0.952,311.23,354.06,0.16,0.0,4956.91,793.11,5750.01,,NRB-02
7a0c44ed,07-07-2025,Nairobi,Thika Rd,HOTEL/RESTAURANT  ,30-day credit,BEANS-2KG,Rosecoco Beans 2kg,SUP-004,Rift Valley Wholesale,256,9,247,0,40,260,5,0.921,421.63,513.71,0.16,0.0,4623.38,739.74,5363.12,,NRB01
274f8cbc,06/05/2025,Kajiado,Donholm,WHOLESALER ,m-pesa,BEANS-2KG,Rosecoco Beans 2kg,SUP-003,Coastal Agro Traders,117,8,109,0,68,339,7,0.753,450.88,517.52,0.08,12.07,4140.17,331.21,4459.32,,NRB-02
777348fc,2025-03-03,Kajiado,Industrial Area,Supermarket ,Bank Transfer,BREAD-800G,Brown Bread 800g,SUP-004,,120,10,110,0,71,249,4,0.843,92.14,111.89,0.0,0.0,1118.87,0.0,1118.87,check stock variance,nrb-03
38c906db,2025-06-10,Kiambu,CBD,SUPERMARKET  ,M-PESA,SUGAR-2KG,Brown Sugar 2kg,SUP-004,Rift Valley Wholesale,184,8,176,0,44,116,4,0.86,343.24,408.99,0.0,2.81,3271.94,0.0,3269.13,,KJD-01
57f73cad,06-Mar-2025,Kajiado,Thika Rd,WHOLESALER ,bank transfer,TEA-250G,Black Tea 250g,SUP-005,Kiambu Fresh Foods,206,16,190,0,37,260,7,0.967,206.06,255.45,0.08,11.99,4087.14,326.97,4402.13,,NRB-01
e698142d,10/02/2025,Kiambu,CBD,SCHOOL/CBO  ,M-PESA,WATER-1L,Drinking Water 1L,SUP-004,Rift Valley Wholesale,294,12,282,0,79,256,4,0.923,48.12,59.83,0.0,8.36,717.91,0.0,709.55,,NRB01
c6edf2e8,21-May-2025,Machakos,Industrial Area,SUPERMARKET,30-DAY CREDIT,WATER-1L,Drinking Water 1L,SUP-001,Unga Suppliers Ltd,204,9,195,0,65,165,5,0.883,43.22,53.52,0.16,8.09,481.7,77.07,550.68,,nrb-03
2e728943,07-07-2025,Kiambu,Kasarani,wholesaler  ,15-DAY CREDIT,COFF-250G,Ground Coffee 250g,SUP-004,Rift Valley Wholesale,233,8,225,0,57,285,6,1.0,380.23,430.29,0.08,0.0,3442.32,275.39,3717.7,,NRB-01
18177618,23-May-2025,Kajiado,Lang'ata,Kiosk  ,m-pesa,SUGAR-2KG,Brown Sugar 2kg,SUP-005,Kiambu Fresh Foods,136,9,127,0,79,166,5,0.969,369.51,418.94,0.0,13.26,3770.45,0.0,3757.19,,NRB-01
33102acc,26-Apr-2025,Kiambu,Westlands,school/cbo,30-day credit,SUGAR-2KG,Brown Sugar 2kg,SUP-002,Juja Foods Distributors,231,11,220,0,34,363,10,0.845,374.52,457.0,0.0,0.0,5026.96,0.0,5026.96,,KBU-01
3da6b8a0,19/03/2025,Nairobi,Industrial Area,wholesaler,15-DAY CREDIT,DETER-1KG,Detergent 1kg,SUP-003,Coastal Agro Traders,146,14,132,0,44,116,6,0.897,354.19,427.86,0.16,2.52,5990.11,958.42,6946.01,,KJD-01
9a6df998,28-Jun-2025,Nairobi,Eastleigh,WHOLESALER,cash,SOAP-1PC,Laundry Soap 1pc,SUP-005,Kiambu Fresh Foods,236,13,223,0,40,141,3,1.0,78.24,93.95,0.16,10.42,1221.29,195.41,1406.27,,NRB-01
e39eb661,03-07-2025,Kiambu,Industrial Area,WHOLESALER,Cash,EGGS-30,Eggs Tray 30s,SUP-001,Unga Suppliers Ltd,203,12,191,0,46,134,5,0.92,497.62,603.07,0.08,0.0,7236.87,578.95,7815.82,,KBU-01
fe29b613,02-11-2025,Machakos,Thika Rd,supermarket,15-DAY CREDIT,SOAP-1PC,Laundry Soap 1pc,SUP-002,Juja Foods Distributors,183,10,173,0,48,396,7,0.831,76.36,87.26,0.08,0.0,872.6,69.81,942.4,,KBU-01
819c9d22,06/02/2025,Machakos,Kasarani,school/cbo ,15-day Credit,SOAP-1PC,Laundry Soap 1pc,SUP-001,Unga Suppliers Ltd,262,13,249,0,33,274,7,0.837,73.93,84.2,0.08,0.0,1094.65,87.57,1182.22,,KBU-01
4e29857e,2025-04-10,Kiambu,Kasarani,Hotel/Restaurant  ,15-DAY CREDIT,EGGS-30,Eggs Tray 30s,SUP-004,Rift Valley Wholesale,332,5,327,0,45,225,6,0.866,502.16,619.35,0.0,2.64,3096.74,0.0,3094.1,,NRB01
8f9172fc,2025-04-24,Machakos,Ruiru,school/cbo,Bank Transfer,BEANS-2KG,Rosecoco Beans 2kg,SUP-002,Juja Foods Distributors,255,4,251,0,78,326,5,0.91,391.21,448.29,0.16,9.35,1793.18,286.91,2070.73,,NRB-01
6d0c513a,2025-04-27,Kiambu,Lang'ata,Kiosk ,30-DAY CREDIT,BIS-200G,Biscuits 200g,SUP-003,Coastal Agro Traders,224,6,218,0,67,131,4,0.798,116.1,136.97,0.0,14.88,821.79,0.0,806.91,,MKS-01
acb6b610,07-Apr-2025,Nairobi,Ruiru,SUPERMARKET ,30-day credit,EGGS-30,Eggs Tray 30s,SUP-003,Coastal Agro Traders,266,5,261,0,57,394,8,0.781,505.78,618.21,0.08,0.0,3091.03,247.28,3338.31,,NRB-02
bf468fc3,25/06/2025,Na1rob1,Ruiru,SCHOOL/CBO  ,M-Pesa,LENT-1KG,Red Lentils 1kg,SUP-005,Kiambu Fresh Foods,215,7,208,0,69,142,6,1.0,361.7,437.77,0.08,6.23,3064.4,245.15,3303.32,,MKS-01
cb96662e,04-29-2025,Nairobi,Athi River,SUPERMARKET,30-day credit,SODA-500ML,Soda 500ml,SUP-004,Rift Valley Wholesale,286,9,277,0,45,258,7,0.961,58.12,68.98,0.0,0.0,620.81,0.0,620.81,,KBU-01
fd987608,03-03-2025,Machakos,Thika Rd,HOTEL/RESTAURANT,30-DAY CREDIT,CHICK-1KG,Frozen Chicken 1kg,SUP-001,Unga Suppliers Ltd,213,6,207,0,69,371,5,0.976,605.29,689.26,0.0,13.71,4135.54,0.0,4121.83,,KJD-01
ffdf992f,06-29-2025,Kiambu,,Supermarket,CASH,EGGS-30,Eggs Tray 30s,SUP-001,Unga Suppliers Ltd,80,5,75,0,32,184,5,0.979,556.06,629.88,0.0,0.0,3149.38,0.0,3149.38,,KBU-01
d5394f2d,2025-02-02,Machakos,CBD,Kiosk,30-day Credit,COIL-1L,Sunflower Oil 1L,SUP-003,Coastal Agro Traders,309,11,298,0,79,104,6,1.0,338.68,421.29,0.16,0.0,4634.21,741.47,5375.69,,KBU-01
91517d68,10/07/2025,Kajiado,Kasarani,SCHOOL/CBO,30-day Credit,SALT-1KG,Iodized Salt 1kg,SUP-005,Kiambu Fresh Foods,153,2,151,0,55,289,6,0.865,42.27,50.4,0.16,10.99,100.8,16.13,105.94,,NRB-01
d69643ea,2025-03-18,Nairobi,Kasarani,Hotel/Restaurant  ,15-day credit,BIS-200G,Biscuits 200g,SUP-003,Coastal Agro Traders,326,7,319,0,52,381,8,0.906,123.87,150.83,0.0,0.0,1055.79,0.0,1055.79,,KBU-01
1f960b90,03-05-2025,Machakos,Westlands,hotel/restaurant,BANK TRANSFER,BREAD-800G,Brown Bread 800g,SUP-002,Juja Foods Distributors,183,7,176,0,32,300,5,0.89,83.38,91.91,0.16,9.97,643.36,102.94,736.33,,NRB01
b879069c,2025-02-08,Kajiado,Ruiru,KIOSK,15-DAY CREDIT,TEA-250G,Black Tea 250g,SUP-002,Juja Foods Distributors,191,5,186,0,50,215,3,0.882,219.67,272.35,0.08,0.0,1361.74,108.94,1470.68,,KJD-01
6842ac8f,2025-07-27,Nairobi,Thika Rd,Wholesaler ,CASH,BIS-200G,Biscuits 200g,SUP-004,Rift Valley Wholesale,313,16,297,0,57,278,7,0.829,124.48,155.14,0.0,7.79,2482.27,0.0,2474.48,,NRB-01
b3aadeeb,05-27-2025,Kiambu,Lang'ata,School/CBO ,30-DAY CREDIT,SUGAR-2KG,Brown Sugar 2kg,SUP-001,Unga Suppliers Ltd,155,12,143,0,69,126,5,0.768,351.56,400.72,0.08,0.0,4808.6,384.69,5193.29,,KJD-01
7ba3a9e0,28/03/2025,Machakos,CBD,School/CBO ,15-DAY CREDIT,BIS-200G,Biscuits 200g,SUP-002,Juja Foods Distributors,202,12,190,0,75,340,7,0.919,119.93,146.45,0.16,9.62,1757.44,281.19,2029.01,,NRB-02
98f0ade5,21-Mar-2025,Nairobi,Lang'ata,SUPERMARKET  ,30-DAY CREDIT,BIS-200G,Biscuits 200g,SUP-005,Kiambu Fresh Foods,225,7,218,0,33,332,5,0.795,115.42,131.2,0.08,6.18,918.4,73.47,985.7,,KBU-01
c066fb2c,04-23-2025,Machakos,Eastleigh,SUPERMARKET,bank transfer,EGGS-30,Eggs Tray 30s,SUP-002,,251,4,247,0,38,311,4,0.886,559.37,698.84,0.0,0.0,2795.35,0.0,2795.35,,KBU-01
4cf9b295,01-May-2025,Kajiado,Eastleigh,SCHOOL/CBO,15-day credit,EGGS-30,Eggs Tray 30s,SUP-003,Coastal Agro Traders,199,9,190,0,64,321,5,0.931,516.19,585.24,0.08,6.38,5267.14,421.37,5682.14,,NRB-02
24d40192,2025-04-27,Machakos,Athi River,kiosk ,Bank Transfer,WATER-1L,Drinking Water 1L,SUP-003,Coastal Agro Traders,118,5,113,0,75,239,3,0.827,41.71,51.42,0.0,9.01,257.12,0.0,248.11,,KBU-01
509830d9,29/04/2025,Kajiado,Lang'ata,SCHOOL/CBO,30-day credit,COIL-1L,Sunflower Oil 1L,SUP-001,Unga Suppliers Ltd,231,8,223,0,54,222,8,0.947,304.23,366.71,0.08,0.0,2933.71,234.7,3168.41,,MKS-01
79039b74,2025-07-31,Kiambu,Donholm,KIOSK,Cash,MILK-500ML,Fresh Milk 500ml,SUP-002,Juja Foods Distributors,277,11,266,0,34,256,6,0.825,67.6,83.55,0.08,0.0,919.08,73.53,992.61,,NRB-02
5210e2a0,07-24-2025,Machakos,Lang'ata,School/CBO,Bank Transfer,SALT-1KG,Iodized Salt 1kg,SUP-005,Kiambu Fresh Foods,244,10,234,0,68,386,6,0.934,42.16,50.09,0.16,11.46,500.87,80.14,569.55,,nrb-03
0e1b2fc9,27-Feb-2025,Kiambu,Eastleigh,supermarket  ,cash,BEANS-2KG,Rosecoco Beans 2kg,SUP-001,Unga Suppliers Ltd,173,6,167,0,79,297,4,0.864,447.14,543.54,0.16,9.73,3261.25,521.8,3773.31,,NRB01
2c3912da,2025-04-17,Kiambu,Donholm,School/CBO,M-PESA,SPICE-50G,Mixed Spices 50g,SUP-001,Unga Suppliers Ltd,294,12,282,0,77,260,1,1.0,66.62,79.71,0.16,0.0,956.5,153.04,1109.54,,NRB01
0d0a1db5,12/07/2025,Nairobi,Donholm,HOTEL/RESTAURANT  ,30-DAY CREDIT,MILK-500ML,Fresh Milk 500ml,SUP-005,Kiambu Fresh Foods,229,9,220,0,63,295,4,0.767,61.84,73.48,0.08,5.0,661.33,52.91,709.24,,nrb-03
320b9573,2025-03-25,Machakos,Eastleigh,Hotel/Restaurant,30-day credit,TEA-250G,Black Tea 250g,SUP-002,Juja Foods Distributors,151,10,141,0,65,293,1,0.863,212.37,265.43,0.0,3.56,2654.26,0.0,2650.7,,MKS-01
5eca8a96,19/04/2025,Kajiado,Athi River,Hotel/Restaurant  ,cash,LENT-1KG,Red Lentils 1kg,SUP-003,Coastal Agro Traders,255,7,248,0,71,176,9,1.0,366.15,430.46,0.08,4.05,3013.23,241.06,3250.24,,NRB-01
fe26acb0,29-May-2025,Kajiado,Thika Rd,School/CBO  ,15-day credit,JUICE-1L,Mango Juice 1L,SUP-001,Unga Suppliers Ltd,139,8,131,0,30,157,4,0.873,188.01,234.44,0.16,0.0,1875.52,300.08,2175.6,,NRB-02
583f55a7,04-12-2025,Kiambu,Westlands,school/cbo ,30-DAY CREDIT,EGGS-30,Eggs Tray 30s,SUP-002,Juja Foods Distributors,201,8,193,0,68,165,4,0.83,533.06,629.58,0.0,4.69,5036.65,0.0,5031.96,,NRB-02
6ae41971,2025-07-01,Nairobi,Ruiru,Hotel/Restaurant ,m-pesa,SOAP-1PC,Laundry Soap 1pc,SUP-002,Juja Foods Distributors,286,11,275,0,46,276,3,0.778,76.05,90.85,0.08,13.87,999.38,79.95,1065.46,,KJD-01
daba08b2,04/05/2025,Kiambu,Westlands,kiosk,30-DAY CREDIT,SPICE-50G,Mixed Spices 50g,SUP-003,Coastal Agro Traders,200,12,188,0,50,178,4,0.901,72.15,85.81,0.16,0.0,1029.72,164.76,1194.48,,NRB-02
7e7dbfb8,13-Jul-2025,Nairobi,Ruiru,Supermarket  ,bank transfer,BIS-200G,Biscuits 200g,SUP-004,Rift Valley Wholesale,128,9,119,0,35,321,5,0.908,116.4,137.38,0.0,2.61,1236.41,0.0,1233.8,,NRB-02
366daa31,02/06/2025,Kajiado,Ruiru,Supermarket,30-day Credit,TEA-250G,Black Tea 250g,SUP-003,Coastal Agro Traders,195,6,189,0,39,386,7,0.863,222.43,266.2,0.16,10.1,1597.22,255.56,1842.67,,NRB-01
0413c931,17-Mar-2025,Nairobi,Industrial Area,HOTEL/RESTAURANT,30-day credit,MF-2KG,Maize Flour 2kg,SUP-005,Kiambu Fresh Foods,104,12,92,0,37,175,5,0.974,217.52,253.05,0.16,9.54,3036.63,485.86,3512.95,,nrb-03
6dfe41f1,04-11-2025,Kajiado,Lang'ata,supermarket,15-DAY CREDIT,BIS-200G,Biscuits 200g,SUP-004,Rift Valley Wholesale,294,9,285,0,54,256,7,0.72,123.4,144.84,0.0,0.0,1303.54,0.0,1303.54,,nrb-03
c64d1499,04-04-2025,Nairobi,Eastleigh,Wholesaler ,30-day Credit,COIL-1L,Sunflower Oil 1L,SUP-005,Kiambu Fresh Foods,177,9,168,0,60,214,4,0.98,303.11,370.0,0.0,0.0,3329.99,0.0,3329.99,,MKS-01
eb0e7d7d,2025-07-11,Nairobi,Eastleigh,HOTEL/RESTAURANT  ,15-DAY CREDIT,CHICK-1KG,Frozen Chicken 1kg,SUP-004,Rift Valley Wholesale,109,8,101,0,61,107,3,0.893,669.05,777.85,0.0,7.82,6222.83,0.0,6215.01,,KBU-01
f50478d6,25-Jul-2025,Nairobi,Industrial Area,Hotel/Restaurant,15-day Credit,SOAP-1PC,Laundry Soap 1pc,SUP-001,Unga Suppliers Ltd,185,6,179,0,35,108,4,0.831,84.49,104.95,0.16,2.97,629.71,100.75,727.49,,NRB-02
9eb563b7,15-Feb-2025,Nairobi,Ruiru,Wholesaler ,cash,COIL-1L,Sunflower Oil 1L,SUP-002,Juja Foods Distributors,115,2,113,0,71,365,4,0.963,325.99,N/A,0.0,4.29,721.56,0.0,717.27,,NRB-02
8a80ce25,2025-07-19,Machakos,Industrial Area,WHOLESALER,Bank Transfer,SODA-500ML,Soda 500ml,SUP-002,Juja Foods Distributors,201,15,186,0,45,278,7,0.87,51.42,60.99,0.0,18.43,914.88,0.0,896.45,,KBU-01
